Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19740401.28.10,Summary,4/1/74,15:10:00,CST,Mississippi,-,-,2,0,0,10,0,Bolivar,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.85,-90.72,-,-,1,10,84,Unmodified
19740401.5.2,Summary,4/1/74,15:36:00,CST,Arkansas,-,-,1,0,0,100,0,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.63,-91.07,-,-,1,2,85,Unmodified
19740401.17.4,Summary,4/1/74,16:17:00,CST,Illinois,-,-,3,0,0,200,3,Lawrence,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.72,-87.73,38.75,-87.68,1,4,86,Unmodified
19740401.18.1,Summary,4/1/74,16:32:00,CST,Indiana,-,-,2,0,0,77,1,Tippecanoe,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.42,-86.87,-,-,1,1,87,Unmodified
19740401.1.10,Summary,4/1/74,17:05:00,CST,Alabama,-,-,2,0,6,800,16,Tuscaloosa,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.43,-87.83,33.43,-87.55,1,10,88,Unmodified
19740401.26.2,Summary,4/1/74,17:50:00,CST,Michigan,-,-,1,0,0,20,10,Branch,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.9,-85.2,41.95,-85,1,2,89,Unmodified
19740401.18.2,Summary,4/1/74,17:55:00,CST,Indiana,-,-,2,0,0,50,1,Henry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.8,-85.52,-,-,1,2,90,Unmodified
19740401.28.11,Summary,4/1/74,18:00:00,CST,Mississippi,-,-,2,0,0,10,0,Carroll,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.67,-89.92,-,-,1,11,91,Unmodified
19740401.21.4,Summary,4/1/74,18:20:00,CST,Kentucky,-,-,3,1,20,300,3,Henry,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,38.5,-85.23,38.53,-85.18,1,4,92,Unmodified
19740401.22.17,Summary,4/1/74,18:20:00,CST,Louisiana,-,-,0,0,0,10,0,Madison,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,32.33,-91.2,-,-,1,17,93,Unmodified
19740401.21.5,Summary,4/1/74,18:30:00,CST,Kentucky,-,-,1,0,3,150,2,Elliott,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.08,-83.12,-,-,1,5,94,Unmodified
19740401.47.2,Summary,4/1/74,18:45:00,CST,Tennessee,-,-,1,0,0,200,2,Dickson,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.08,-87.4,-,-,1,2,95,Unmodified
19740401.39.2,Summary,4/1/74,18:50:00,CST,Ohio,-,-,0,0,0,30,0,Darke,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.1,-84.63,-,-,1,2,96,Unmodified
19740401.47.3,Summary,4/1/74,19:10:00,CST,Tennessee,-,-,2,1,12,440,10,Davidson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.12,-86.85,36.2,-86.68,1,3,97,Unmodified
19740401.28.12,Summary,4/1/74,19:40:00,CST,Mississippi,-,-,2,0,0,10,0,Holmes,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.1,-89.9,-,-,1,12,98,Unmodified
19740401.47.4,Summary,4/1/74,19:45:00,CST,Tennessee,-,-,1,0,4,100,13,Wilson,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,36.2,-86.53,36.22,-86.3,1,4,99,Unmodified
19740401.28.13,Summary,4/1/74,19:45:00,CST,Mississippi,-,-,2,0,0,10,5,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.8,-89.3,33.78,-89.22,1,13,100,Unmodified
19740401.1.12,Summary,4/1/74,21:30:00,CST,Alabama,-,-,2,0,11,800,16,Blount,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.88,-86.77,33.95,-86.48,1,12,101,Unmodified
19740401.1.11,Summary,4/1/74,21:40:00,CST,Alabama,-,-,3,1,6,800,8,Madison,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,34.7,-86.72,34.75,-86.58,1,11,102,Unmodified
19740402.37.1,Summary,4/2/74,0:01:00,CST,North Carolina,-,-,1,0,0,10,16,Cherokee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.07,-84.03,35.22,-83.8,1,1,103,Unmodified
