Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20110427.28.48,Summary,4/27/11,0:12:00,3,Mississippi,-,-,1,0,0,250,9.66,Yazoo,Holmes,-,-,-,-,-,-,-,-,-,-,"$70,000 ",,32.9045,-90.4135,33.0173,-90.3111,1,48,307189,Unmodified
20110427.28.49,Summary,4/27/11,0:15:00,3,Mississippi,-,-,1,0,0,50,27.71,Tallahatchie,Leflore,Tallahatchie,-,-,-,-,-,-,-,-,-,"$50,000 ",,33.7408,-90.2436,34.084,-89.9932,1,49,301143,Unmodified
20110427.28.50,Summary,4/27/11,0:24:00,3,Mississippi,-,-,1,0,0,100,3.21,Leflore,-,-,-,-,-,-,-,-,-,-,-,"$50,000 ",,33.4051,-90.2104,33.437,-90.1699,1,50,308235,Unmodified
20110427.22.41,Summary,4/27/11,0:36:00,3,Louisiana,-,-,0,0,0,100,7.98,La Salle,-,-,-,-,-,-,-,-,-,-,-,"$40,000 ",,31.812,-92.328,31.825,-92.193,1,41,291664,Unmodified
20110427.28.51,Summary,4/27/11,0:40:00,3,Mississippi,-,-,3,0,0,1760,23,Holmes,Carroll,-,-,-,-,-,-,-,-,-,-,"$700,000 ",,33.0877,-90.0775,33.2653,-89.741,1,51,308237,Unmodified
20110427.28.52,Summary,4/27/11,0:40:00,3,Mississippi,-,-,2,0,0,1760,12.35,Holmes,-,-,-,-,-,-,-,-,-,-,-,"$100,000 ",,33.0713,-89.9795,33.1689,-89.8007,1,52,308253,Unmodified
20110427.28.53,Summary,4/27/11,0:51:00,3,Mississippi,-,-,2,0,0,860,23.01,Attala,Montgomery,-,-,-,-,-,-,-,-,-,-,"$553,000 ",,33.0057,-89.8017,33.293,-89.6011,1,53,308417,Unmodified
20110427.28.54,Summary,4/27/11,0:51:00,3,Mississippi,-,-,0,0,0,50,1.7,Holmes,-,-,-,-,-,-,-,-,-,-,-,"$25,000 ",,33.1089,-89.8637,33.1304,-89.8495,1,54,308435,Unmodified
20110427.28.55,Summary,4/27/11,0:59:00,3,Mississippi,-,-,2,0,0,880,8.81,Holmes,Carroll,-,-,-,-,-,-,-,-,-,-,"$10,000 ",,33.22,-89.81,33.3162,-89.71,1,55,308441,Unmodified
20110427.28.56,Summary,4/27/11,1:06:00,3,Mississippi,-,-,1,0,0,150,1.86,Grenada,-,-,-,-,-,-,-,-,-,-,-,"$60,000 ",,33.703,-89.6198,33.7231,-89.5981,1,56,308525,Unmodified
20110427.28.57,Summary,4/27/11,1:17:00,3,Mississippi,-,-,2,0,0,1760,11.68,Montgomery,Choctaw,-,-,-,-,-,-,-,-,-,-,"$425,000 ",,33.35,-89.5853,33.4022,-89.3932,1,57,308546,Unmodified
20110427.28.58,Summary,4/27/11,1:20:00,3,Mississippi,-,-,1,0,0,50,0.49,Attala,-,-,-,-,-,-,-,-,-,-,-,"$25,000 ",,33.0044,-89.4027,33.0099,-89.3973,1,58,308551,Unmodified
20110427.28.59,Summary,4/27/11,1:25:00,3,Mississippi,-,-,2,0,2,1750,6.79,Choctaw,-,-,-,-,-,-,-,-,-,-,-,"$350,000 ",,33.4166,-89.4349,33.4381,-89.3201,1,59,308961,Unmodified
20110427.28.60,Summary,4/27/11,1:29:00,3,Mississippi,-,-,3,0,25,1800,70.42,Choctaw,Webster,Clay,Chickasaw,Monroe,-,-,-,-,-,-,-,"$5,400,000 ",,33.4462,-89.3691,33.9889,-88.5987,1,60,309073,Unmodified
20110427.28.61,Summary,4/27/11,1:29:00,3,Mississippi,-,-,1,0,0,150,4.2,Winston,-,-,-,-,-,-,-,-,-,-,-,"$85,000 ",,33.0611,-89.248,33.0943,-89.1871,1,61,309757,Unmodified
20110427.28.62,Summary,4/27/11,1:37:00,3,Mississippi,-,-,2,1,5,1320,13.33,Choctaw,Webster,-,-,-,-,-,-,-,-,-,-,"$605,000 ",,33.5092,-89.2547,33.6384,-89.0735,1,62,309824,Unmodified
20110427.28.63,Summary,4/27/11,1:47:00,3,Mississippi,-,-,1,0,0,200,7.35,Winston,-,-,-,-,-,-,-,-,-,-,-,"$60,000 ",,33.1702,-89.0181,33.2301,-88.913,1,63,309853,Unmodified
